sk_plant,plant_code,plant_name,plant_pengirim
59094,B141,CNS-SB SOREANG,1711
59095,B130,CNS-BR TAMBUN,8003
59096,B110,CNS-BR SERANG,8003
59097,B221,CNS-SB CIKUPA,1701
59098,B134,CNS-SP CIKAMPEK,8003
59099,B163,CNS-SP KUNINGAN,8003
59100,B134,CNS-SP CIKAMPEK,8003
59101,B304,CNS-SP SALATIGA,1112
59102,B140,CNS-BR GEDEBAGE,1707
59103,B111,CNS-SP MALIMPING,1602
59104,B111,CNS-SP MALIMPING,1601
59105,B300,CNS-BR SEMARANG,1112
59106,B313,CNS-SP MAGELANG,1710
59107,B304,CNS-SP SALATIGA,1112
59108,B304,CNS-SP SALATIGA,8003
59109,B150,CNS-BR PADALARANG,1705
59110,B181,CNS-Kebayoran Lama,8201
59111,B181,CNS-Kebayoran Lama,8207
59112,B181,CNS-Kebayoran Lama,8201
59113,B305,CNS-SP Brebes,1702
59114,B162,CNS-SP MAJALENGKA,1705
59115,B140,CNS-BR GEDEBAGE,1701
59116,B150,CNS-BR PADALARANG,1107
59117,B132,CNS-SP PURWAKARTA,8003
59118,B181,CNS-Kebayoran Lama,8003
59119,B150,CNS-BR PADALARANG,1107
59120,B131,CNS-BR KARAWANG,8003
59121,B161,CNS-SP INDRAMAYU,1601
59122,B140,CNS-BR GEDEBAGE,1701
59123,B131,CNS-BR KARAWANG,8003
59124,B134,CNS-SP CIKAMPEK,1701
59125,B192,CNS-SB BANJAR,1108
59126,B181,CNS-Kebayoran Lama,1107
59127,B313,CNS-SP MAGELANG,1710
59128,B185,CNS-BR JAKSEL,1103
59129,B160,CNS-BR CIREBON,8003
59130,B188,CNS - Pekayon,1107
59131,B162,CNS-SP MAJALENGKA,8003
59132,B315,CNS-SB WONOSARI,1710
59133,B191,CNS-SB GARUT,1701
59134,B192,CNS-SB BANJAR,1108
59135,B112,CNS-PANDEGLANG,8003
59136,B221,CNS-SB CIKUPA,1705
59137,B163,CNS-SP KUNINGAN,8003
59138,B221,CNS-SB CIKUPA,8003
59139,B161,CNS-SP INDRAMAYU,8003
59140,B190,CNS-BR TASIKMALAYA,8207
59141,B140,CNS-BR GEDEBAGE,8003
59142,B161,CNS-SP INDRAMAYU,8003
59143,B134,CNS-SP CIKAMPEK,1107
59144,B305,CNS-SP Brebes,8003
59145,B181,CNS-Kebayoran Lama,8003
59146,B181,CNS-Kebayoran Lama,1112
59147,B150,CNS-BR PADALARANG,1601
59148,B150,CNS-BR PADALARANG,1108
59149,B141,CNS-SB SOREANG,1601
59150,B113,CNS-RANGKASBITUNG,1601
59151,B162,CNS-SP MAJALENGKA,8003
59152,B163,CNS-SP KUNINGAN,1705
59153,B132,CNS-SP PURWAKARTA,1701
59154,B132,CNS-SP PURWAKARTA,8003
59155,B132,CNS-SP PURWAKARTA,1112
59156,B132,CNS-SP PURWAKARTA,8003
59157,B347,CNS-SB NGAWI,8003
59158,B162,CNS-SP MAJALENGKA,8003
59159,B372,CNS-SB TENGGARRONG,8003
59160,B372,CNS-SB TENGGARRONG,1111
59161,B372,CNS-SB TENGGARRONG,8003
59162,B160,CNS-BR CIREBON,8003
59163,B130,CNS-BR TAMBUN,1705
59164,B171,CNS-SP SUBANG,1107
59165,B111,CNS-SP MALIMPING,1601
59166,B111,CNS-SP MALIMPING,8003
59167,B111,CNS-SP MALIMPING,1701
59168,B190,CNS-BR TASIKMALAYA,8003
59169,B160,CNS-BR CIREBON,8003
59170,B112,CNS-PANDEGLANG,8003
59171,B130,CNS-BR TAMBUN,8003
59172,B100,CNS-BR SUKABUMI,1705
59173,B143,CNS- M2 KOPO,1701
59174,B102,CNS-SP CIBADAK,1701
59175,B162,CNS-SP MAJALENGKA,8003
59176,B171,CNS-SP SUBANG,8003
59177,B150,CNS-BR PADALARANG,1107
59178,B150,CNS-BR PADALARANG,1108
59179,B143,CNS- M2 KOPO,1705
59180,B300,CNS-BR SEMARANG,1112
59181,B300,CNS-BR SEMARANG,8003
59182,B185,CNS-BR JAKSEL,1601
59183,B131,CNS-BR KARAWANG,8003
59184,B182,CNS-JAKBAR 2,1601
59185,B182,CNS-JAKBAR 2,8003
59186,B185,CNS-BR JAKSEL,1103
59187,B185,CNS-BR JAKSEL,8003
59188,B305,CNS-SP Brebes,8003
59189,B181,CNS-Kebayoran Lama,8003
59190,B150,CNS-BR PADALARANG,1601
59191,B113,CNS-RANGKASBITUNG,1705
59192,B113,CNS-RANGKASBITUNG,1601
59193,B110,CNS-BR SERANG,1701
59194,B102,CNS-SP CIBADAK,8003
59195,B160,CNS-BR CIREBON,8003
59196,B141,CNS-SB SOREANG,8201
59197,B161,CNS-SP INDRAMAYU,1701
59198,B192,CNS-SB BANJAR,8201
59199,B141,CNS-SB SOREANG,8003
59200,B190,CNS-BR TASIKMALAYA,8003
59201,B161,CNS-SP INDRAMAYU,1705
59202,B113,CNS-RANGKASBITUNG,8003
59203,B188,CNS - Pekayon,8003
59204,B130,CNS-BR TAMBUN,8003
59205,B100,CNS-BR SUKABUMI,8003
59206,B100,CNS-BR SUKABUMI,1109
59207,B150,CNS-BR PADALARANG,8003
59208,B193,CNS-SP PAMEUNGPEUK,8003
59209,B113,CNS-RANGKASBITUNG,1601
59210,B113,CNS-RANGKASBITUNG,1602
59211,B113,CNS-RANGKASBITUNG,1601
59212,B113,CNS-RANGKASBITUNG,8003
59213,B120,CNS-BR JAKUTPUS,1103
59214,B102,CNS-SP CIBADAK,8003
59215,B150,CNS-BR PADALARANG,1103
59216,B140,CNS-BR GEDEBAGE,1601
59217,B162,CNS-SP MAJALENGKA,1602
59218,B130,CNS-BR TAMBUN,8003
59219,B100,CNS-BR SUKABUMI,8207
59220,B300,CNS-BR SEMARANG,8003
59221,B171,CNS-SP SUBANG,1107
59222,B192,CNS-SB BANJAR,1701
59223,B181,CNS-Kebayoran Lama,8003
59224,B120,CNS-BR JAKUTPUS,8003
59225,B185,CNS-BR JAKSEL,1701
59226,B131,CNS-BR KARAWANG,8003
59227,B143,CNS- M2 KOPO,8003
59228,B171,CNS-SP SUBANG,1107
59229,B181,CNS-Kebayoran Lama,8003
59230,B194,CNS-SP CIKALONG,1705
59231,B185,CNS-BR JAKSEL,1601
59232,B182,CNS-JAKBAR 2,8201
59233,B182,CNS-JAKBAR 2,8207
59234,B143,CNS- M2 KOPO,8003
59235,B160,CNS-BR CIREBON,1705
59236,B182,CNS-JAKBAR 2,8003
59237,B143,CNS- M2 KOPO,1711
59238,B100,CNS-BR SUKABUMI,8003
59239,B182,CNS-JAKBAR 2,1711
59240,B310,CNS-BR YOGYAKARTA,1702
59241,B150,CNS-BR PADALARANG,8201
59242,B143,CNS- M2 KOPO,8003
59243,B186,CNS-MANGGARAI,8201
59244,B186,CNS-MANGGARAI,8207
59245,B110,CNS-BR SERANG,8003
59246,B110,CNS-BR SERANG,1601
59247,B221,CNS-SB CIKUPA,1107
59248,B140,CNS-BR GEDEBAGE,1111
59249,B140,CNS-BR GEDEBAGE,1112
59250,B140,CNS-BR GEDEBAGE,8003
59251,B112,CNS-PANDEGLANG,8003
59252,B300,CNS-BR SEMARANG,8003
59253,B141,CNS-SB SOREANG,1108
59254,B141,CNS-SB SOREANG,1107
59255,B130,CNS-BR TAMBUN,8003
59256,B182,CNS-JAKBAR 2,8003
59257,B182,CNS-JAKBAR 2,1711
59258,B150,CNS-BR PADALARANG,1701
59259,B190,CNS-BR TASIKMALAYA,1107
59260,B188,CNS - Pekayon,1111
59261,B188,CNS - Pekayon,8003
59262,B130,CNS-BR TAMBUN,8003
59263,B131,CNS-BR KARAWANG,8003
59264,B131,CNS-BR KARAWANG,1109
59265,B110,CNS-BR SERANG,8207
59266,B142,CNS-SB SUMEDANG,8003
59267,B304,CNS-SP SALATIGA,8003
59268,B150,CNS-BR PADALARANG,8003
59269,B140,CNS-BR GEDEBAGE,1107
59270,B190,CNS-BR TASIKMALAYA,1707
59271,B130,CNS-BR TAMBUN,8003
59272,B140,CNS-BR GEDEBAGE,8003
59273,B150,CNS-BR PADALARANG,1707
59274,B193,CNS-SP PAMEUNGPEUK,8003
59275,B102,CNS-SP CIBADAK,1107
59276,B182,CNS-JAKBAR 2,1107
59277,B141,CNS-SB SOREANG,8201
59278,B110,CNS-BR SERANG,1103
59279,B132,CNS-SP PURWAKARTA,8003
59280,B181,CNS-Kebayoran Lama,8003
59281,B120,CNS-BR JAKUTPUS,1601
59282,B112,CNS-PANDEGLANG,1109
59283,B101,CNS-SP PELABUHAN RATU,8003
59284,B181,CNS-Kebayoran Lama,1104
59285,B161,CNS-SP INDRAMAYU,1601
59286,B181,CNS-Kebayoran Lama,1601
59287,B185,CNS-BR JAKSEL,1705
59288,B131,CNS-BR KARAWANG,8003
59289,B181,CNS-Kebayoran Lama,1107
59290,B134,CNS-SP CIKAMPEK,1107
59291,B110,CNS-BR SERANG,1701
59292,B142,CNS-SB SUMEDANG,8003
59293,B182,CNS-JAKBAR 2,1707
59294,B171,CNS-SP SUBANG,1701
59295,B130,CNS-BR TAMBUN,1601
59296,B130,CNS-BR TAMBUN,1711
59297,B181,CNS-Kebayoran Lama,1707
59298,B185,CNS-BR JAKSEL,1107
59299,B185,CNS-BR JAKSEL,1711
59300,B192,CNS-SB BANJAR,8003
59301,B372,CNS-SB TENGGARRONG,8003
59302,B193,CNS-SP PAMEUNGPEUK,1707
59303,B220,CNS-BR TANGERANG,1705
59304,B141,CNS-SB SOREANG,8003
59305,B143,CNS- M2 KOPO,8207
59306,B143,CNS- M2 KOPO,8201
59307,B221,CNS-SB CIKUPA,1711
59308,B150,CNS-BR PADALARANG,1707
59309,B132,CNS-SP PURWAKARTA,1601
59310,B132,CNS-SP PURWAKARTA,1602
59311,B132,CNS-SP PURWAKARTA,1601
59312,B132,CNS-SP PURWAKARTA,1602
59313,B160,CNS-BR CIREBON,8003
59314,B193,CNS-SP PAMEUNGPEUK,1701
59315,B188,CNS - Pekayon,1107
59316,B162,CNS-SP MAJALENGKA,1112
59317,B162,CNS-SP MAJALENGKA,8003
59318,B110,CNS-BR SERANG,1109
59319,B130,CNS-BR TAMBUN,8003
59320,B102,CNS-SP CIBADAK,1107
59321,B131,CNS-BR KARAWANG,8003
59322,B161,CNS-SP INDRAMAYU,8003
59323,B140,CNS-BR GEDEBAGE,8003
59324,B120,CNS-BR JAKUTPUS,1601
59325,B142,CNS-SB SUMEDANG,8003
59326,B161,CNS-SP INDRAMAYU,1705
59327,B102,CNS-SP CIBADAK,8201
59328,B102,CNS-SP CIBADAK,8207
59329,B102,CNS-SP CIBADAK,8201
59330,B112,CNS-PANDEGLANG,1601
59331,B112,CNS-PANDEGLANG,1602
59332,B190,CNS-BR TASIKMALAYA,1112
59333,B150,CNS-BR PADALARANG,8201
59334,B220,CNS-BR TANGERANG,8201
59335,B120,CNS-BR JAKUTPUS,8003
59336,B190,CNS-BR TASIKMALAYA,1707
59337,B131,CNS-BR KARAWANG,8003
59338,B141,CNS-SB SOREANG,8201
59339,B182,CNS-JAKBAR 2,8207
59340,B143,CNS- M2 KOPO,8003
59341,B188,CNS - Pekayon,1707
59342,B150,CNS-BR PADALARANG,1707
59343,B142,CNS-SB SUMEDANG,8003
59344,B191,CNS-SB GARUT,8003
59345,B112,CNS-PANDEGLANG,1601
59346,B347,CNS-SB NGAWI,8003
59347,B162,CNS-SP MAJALENGKA,8003
59348,B163,CNS-SP KUNINGAN,8003
59349,B112,CNS-PANDEGLANG,1109
59350,B132,CNS-SP PURWAKARTA,8003
59351,B313,CNS-SP MAGELANG,1112
59352,B134,CNS-SP CIKAMPEK,1707
59353,B190,CNS-BR TASIKMALAYA,1701
59354,B372,CNS-SB TENGGARRONG,8003
59355,B131,CNS-BR KARAWANG,1601
59356,B143,CNS- M2 KOPO,8207
59357,B221,CNS-SB CIKUPA,1104
59358,B132,CNS-SP PURWAKARTA,1601
59359,B171,CNS-SP SUBANG,1601
59360,B182,CNS-JAKBAR 2,8003
59361,B141,CNS-SB SOREANG,1711
59362,B182,CNS-JAKBAR 2,8003
59363,B130,CNS-BR TAMBUN,8003
59364,B150,CNS-BR PADALARANG,8201
59365,B188,CNS - Pekayon,1705
59366,B143,CNS- M2 KOPO,8003
59367,B150,CNS-BR PADALARANG,8003
59368,B186,CNS-MANGGARAI,8207
59369,B186,CNS-MANGGARAI,8201
59370,B161,CNS-SP INDRAMAYU,1705
59371,B111,CNS-SP MALIMPING,1701
59372,B190,CNS-BR TASIKMALAYA,8003
59373,B191,CNS-SB GARUT,8003
59374,B140,CNS-BR GEDEBAGE,1107
59375,B181,CNS-Kebayoran Lama,8207
59376,B313,CNS-SP MAGELANG,1702
59377,B300,CNS-BR SEMARANG,8003
59378,B193,CNS-SP PAMEUNGPEUK,8003
59379,B120,CNS-BR JAKUTPUS,8003
59380,B134,CNS-SP CIKAMPEK,1103
59381,B221,CNS-SB CIKUPA,1711
59382,B221,CNS-SB CIKUPA,8003
59383,B101,CNS-SP PELABUHAN RATU,1701
59384,B110,CNS-BR SERANG,1109
59385,B188,CNS - Pekayon,1602
59386,B190,CNS-BR TASIKMALAYA,8201
59387,B190,CNS-BR TASIKMALAYA,8207
59388,B140,CNS-BR GEDEBAGE,8003
59389,B134,CNS-SP CIKAMPEK,1107
59390,B150,CNS-BR PADALARANG,1601
59391,B182,CNS-JAKBAR 2,1711
59392,B141,CNS-SB SOREANG,1601
59393,B162,CNS-SP MAJALENGKA,1601
59394,B161,CNS-SP INDRAMAYU,8003
59395,B300,CNS-BR SEMARANG,8003
59396,B131,CNS-BR KARAWANG,1701
59397,B130,CNS-BR TAMBUN,1602
59398,B100,CNS-BR SUKABUMI,1107
59399,B120,CNS-BR JAKUTPUS,1107
59400,B304,CNS-SP SALATIGA,1710
59401,B101,CNS-SP PELABUHAN RATU,1109
59402,B101,CNS-SP PELABUHAN RATU,8003
59403,B181,CNS-Kebayoran Lama,1601
59404,B185,CNS-BR JAKSEL,1107
59405,B185,CNS-BR JAKSEL,1602
59406,B100,CNS-BR SUKABUMI,1109
59407,B100,CNS-BR SUKABUMI,1112
59408,B100,CNS-BR SUKABUMI,8003
59409,B182,CNS-JAKBAR 2,1707
59410,B220,CNS-BR TANGERANG,1601
59411,B220,CNS-BR TANGERANG,8003
59412,B120,CNS-BR JAKUTPUS,1705
59413,B141,CNS-SB SOREANG,8003
59414,B143,CNS- M2 KOPO,1112
59415,B192,CNS-SB BANJAR,1711
59416,B132,CNS-SP PURWAKARTA,1601
59417,B188,CNS - Pekayon,1108
59418,B131,CNS-BR KARAWANG,8003
59419,B100,CNS-BR SUKABUMI,8003
59420,B130,CNS-BR TAMBUN,8003
59421,B143,CNS- M2 KOPO,8003
59422,B113,CNS-RANGKASBITUNG,8003
59423,B186,CNS-MANGGARAI,8201
59424,B131,CNS-BR KARAWANG,8003
59425,B110,CNS-BR SERANG,1601
59426,B142,CNS-SB SUMEDANG,8003
59427,B130,CNS-BR TAMBUN,8003
59428,B134,CNS-SP CIKAMPEK,1705
59429,B188,CNS - Pekayon,1107
59430,B188,CNS - Pekayon,1601
59431,B130,CNS-BR TAMBUN,8003
59432,B188,CNS - Pekayon,8003
59433,B110,CNS-BR SERANG,8003
59434,B221,CNS-SB CIKUPA,1107
59435,B315,CNS-SB WONOSARI,1710
59436,B110,CNS-BR SERANG,8003
59437,B191,CNS-SB GARUT,8003
59438,B112,CNS-PANDEGLANG,1601
59439,B163,CNS-SP KUNINGAN,1701
59440,B132,CNS-SP PURWAKARTA,8003
59441,B132,CNS-SP PURWAKARTA,1112
59442,B347,CNS-SB NGAWI,8003
59443,B132,CNS-SP PURWAKARTA,8003
59444,B160,CNS-BR CIREBON,1705
59445,B143,CNS- M2 KOPO,8003
59446,B304,CNS-SP SALATIGA,1710
59447,B315,CNS-SB WONOSARI,1710
59448,B131,CNS-BR KARAWANG,8003
59449,B130,CNS-BR TAMBUN,8201
59450,B140,CNS-BR GEDEBAGE,8003
59451,B181,CNS-Kebayoran Lama,1107
59452,B310,CNS-BR YOGYAKARTA,1707
59453,B305,CNS-SP Brebes,8003
59454,B310,CNS-BR YOGYAKARTA,8201
59455,B185,CNS-BR JAKSEL,1705
59456,B372,CNS-SB TENGGARRONG,8003
59457,B131,CNS-BR KARAWANG,1707
59458,B141,CNS-SB SOREANG,1103
59459,B150,CNS-BR PADALARANG,1107
59460,B220,CNS-BR TANGERANG,1711
59461,B221,CNS-SB CIKUPA,1103
59462,B191,CNS-SB GARUT,1707
59463,B188,CNS - Pekayon,1107
59464,B100,CNS-BR SUKABUMI,8003
59465,B160,CNS-BR CIREBON,8003
59466,B112,CNS-PANDEGLANG,8003
59467,B162,CNS-SP MAJALENGKA,8003
59468,B100,CNS-BR SUKABUMI,8003
59469,B140,CNS-BR GEDEBAGE,1601
59470,B113,CNS-RANGKASBITUNG,1109
59471,B113,CNS-RANGKASBITUNG,8003
59472,B160,CNS-BR CIREBON,1707
59473,B171,CNS-SP SUBANG,8003
59474,B160,CNS-BR CIREBON,8003
59475,B160,CNS-BR CIREBON,1707
59476,B130,CNS-BR TAMBUN,1711
59477,B192,CNS-SB BANJAR,8201
59478,B192,CNS-SB BANJAR,8207
59479,B142,CNS-SB SUMEDANG,8003
59480,B142,CNS-SB SUMEDANG,8207
59481,B142,CNS-SB SUMEDANG,8201
59482,B313,CNS-SP MAGELANG,1710
59483,B181,CNS-Kebayoran Lama,1107
59484,B150,CNS-BR PADALARANG,8003
59485,B111,CNS-SP MALIMPING,8003
59486,B182,CNS-JAKBAR 2,1103
59487,B141,CNS-SB SOREANG,8003
59488,B182,CNS-JAKBAR 2,8003
59489,B182,CNS-JAKBAR 2,1711
59490,B220,CNS-BR TANGERANG,8003
59491,B310,CNS-BR YOGYAKARTA,1702
59492,B161,CNS-SP INDRAMAYU,1103
59493,B221,CNS-SB CIKUPA,1109
59494,B110,CNS-BR SERANG,8003
59495,B142,CNS-SB SUMEDANG,8003
59496,B163,CNS-SP KUNINGAN,8201
59497,B134,CNS-SP CIKAMPEK,8003
59498,B140,CNS-BR GEDEBAGE,8201
59499,B220,CNS-BR TANGERANG,1711
59500,B304,CNS-SP SALATIGA,8003
59501,B171,CNS-SP SUBANG,8003
59502,B140,CNS-BR GEDEBAGE,1701
59503,B300,CNS-BR SEMARANG,8003
59504,B181,CNS-Kebayoran Lama,1111
59505,B181,CNS-Kebayoran Lama,8003
59506,B141,CNS-SB SOREANG,8003
59507,B220,CNS-BR TANGERANG,1112
59508,B182,CNS-JAKBAR 2,8003
59509,B334,CNS-SB MADIUN,1702
59510,B192,CNS-SB BANJAR,1701
59511,B161,CNS-SP INDRAMAYU,1103
59512,B161,CNS-SP INDRAMAYU,1705
59513,B120,CNS-BR JAKUTPUS,1705
59514,B120,CNS-BR JAKUTPUS,1701
59515,B163,CNS-SP KUNINGAN,8003
59516,B110,CNS-BR SERANG,1103
59517,B150,CNS-BR PADALARANG,1705
59518,B132,CNS-SP PURWAKARTA,1601
59519,B160,CNS-BR CIREBON,8003
59520,B188,CNS - Pekayon,1602
59521,B310,CNS-BR YOGYAKARTA,8201
59522,B171,CNS-SP SUBANG,8003
59523,B142,CNS-SB SUMEDANG,8003
59524,B190,CNS-BR TASIKMALAYA,8003
59525,B193,CNS-SP PAMEUNGPEUK,8003
59526,B162,CNS-SP MAJALENGKA,1701
59527,B131,CNS-BR KARAWANG,1701
59528,B100,CNS-BR SUKABUMI,8003
59529,B161,CNS-SP INDRAMAYU,8003
59530,B112,CNS-PANDEGLANG,8003
59531,B171,CNS-SP SUBANG,1705
59532,B102,CNS-SP CIBADAK,1701
59533,B141,CNS-SB SOREANG,1108
59534,B141,CNS-SB SOREANG,1107
59535,B141,CNS-SB SOREANG,1108
59536,B190,CNS-BR TASIKMALAYA,1707
59537,B141,CNS-SB SOREANG,8003
59538,B130,CNS-BR TAMBUN,1112
59539,B130,CNS-BR TAMBUN,8003
59540,B310,CNS-BR YOGYAKARTA,8201
59541,B310,CNS-BR YOGYAKARTA,8207
59542,B310,CNS-BR YOGYAKARTA,8201
59543,B171,CNS-SP SUBANG,8003
59544,B193,CNS-SP PAMEUNGPEUK,1705
59545,B142,CNS-SB SUMEDANG,8003
59546,B190,CNS-BR TASIKMALAYA,8003
59547,B162,CNS-SP MAJALENGKA,1601
59548,B171,CNS-SP SUBANG,8003
59549,B132,CNS-SP PURWAKARTA,8003
59550,B143,CNS- M2 KOPO,1705
59551,B141,CNS-SB SOREANG,8003
59552,B120,CNS-BR JAKUTPUS,8003
59553,B185,CNS-BR JAKSEL,1601
59554,B132,CNS-SP PURWAKARTA,1705
59555,B186,CNS-MANGGARAI,1711
59556,B120,CNS-BR JAKUTPUS,1104
59557,B112,CNS-PANDEGLANG,1109
59558,B141,CNS-SB SOREANG,1701
59559,B181,CNS-Kebayoran Lama,1103
59560,B181,CNS-Kebayoran Lama,1705
59561,B313,CNS-SP MAGELANG,1112
59562,B120,CNS-BR JAKUTPUS,8003
59563,B141,CNS-SB SOREANG,1104
59564,B221,CNS-SB CIKUPA,1711
59565,B132,CNS-SP PURWAKARTA,1601
59566,B221,CNS-SB CIKUPA,1109
59567,B221,CNS-SB CIKUPA,8003
59568,B120,CNS-BR JAKUTPUS,1601
59569,B120,CNS-BR JAKUTPUS,1602
59570,B120,CNS-BR JAKUTPUS,1601
59571,B120,CNS-BR JAKUTPUS,1707
59572,B120,CNS-BR JAKUTPUS,1107
59573,B120,CNS-BR JAKUTPUS,1601
59574,B110,CNS-BR SERANG,1705
59575,B141,CNS-SB SOREANG,8207
59576,B141,CNS-SB SOREANG,1711
59577,B131,CNS-BR KARAWANG,8003
59578,B300,CNS-BR SEMARANG,8003
59579,B313,CNS-SP MAGELANG,1707
59580,B140,CNS-BR GEDEBAGE,1107
59581,B141,CNS-SB SOREANG,8003
59582,B182,CNS-JAKBAR 2,1701
59583,B130,CNS-BR TAMBUN,1701
59584,B141,CNS-SB SOREANG,1108
59585,B192,CNS-SB BANJAR,1701
59586,B188,CNS - Pekayon,8003
59587,B140,CNS-BR GEDEBAGE,8003
59588,B192,CNS-SB BANJAR,1701
59589,B120,CNS-BR JAKUTPUS,1601
59590,B102,CNS-SP CIBADAK,8207
59591,B102,CNS-SP CIBADAK,8201
59592,B188,CNS - Pekayon,1602
59593,B100,CNS-BR SUKABUMI,8003
59594,B160,CNS-BR CIREBON,8003
59595,B182,CNS-JAKBAR 2,1109
59596,B130,CNS-BR TAMBUN,8003
59597,B134,CNS-SP CIKAMPEK,1705
59598,B188,CNS - Pekayon,8201
59599,B188,CNS - Pekayon,8207
59600,B188,CNS - Pekayon,8201
59601,B188,CNS - Pekayon,8207
59602,B143,CNS- M2 KOPO,8003
59603,B113,CNS-RANGKASBITUNG,8003
59604,B150,CNS-BR PADALARANG,8003
59605,B131,CNS-BR KARAWANG,8207
59606,B131,CNS-BR KARAWANG,8201
59607,B186,CNS-MANGGARAI,8201
59608,B338,CNS-SP MOJOKERTO,8003
59609,B193,CNS-SP PAMEUNGPEUK,8003
59610,B120,CNS-BR JAKUTPUS,8003
59611,B143,CNS- M2 KOPO,1701
59612,B182,CNS-JAKBAR 2,1107
59613,B140,CNS-BR GEDEBAGE,1701
59614,B143,CNS- M2 KOPO,8003
59615,B120,CNS-BR JAKUTPUS,1107
59616,B120,CNS-BR JAKUTPUS,1601
59617,B101,CNS-SP PELABUHAN RATU,8201
59618,B161,CNS-SP INDRAMAYU,1601
59619,B140,CNS-BR GEDEBAGE,1701
59620,B141,CNS-SB SOREANG,1111
59621,B140,CNS-BR GEDEBAGE,1701
59622,B181,CNS-Kebayoran Lama,1701
59623,B305,CNS-SP Brebes,8003
59624,B313,CNS-SP MAGELANG,1702
59625,B141,CNS-SB SOREANG,8207
59626,B161,CNS-SP INDRAMAYU,1602
59627,B161,CNS-SP INDRAMAYU,1601
59628,B190,CNS-BR TASIKMALAYA,8003
59629,B130,CNS-BR TAMBUN,8003
59630,B130,CNS-BR TAMBUN,1107
59631,B130,CNS-BR TAMBUN,1601
59632,B141,CNS-SB SOREANG,8201
59633,B140,CNS-BR GEDEBAGE,8003
59634,B130,CNS-BR TAMBUN,1711
59635,B186,CNS-MANGGARAI,8003
59636,B110,CNS-BR SERANG,1109
59637,B112,CNS-PANDEGLANG,1701
59638,B220,CNS-BR TANGERANG,1701
59639,B194,CNS-SP CIKALONG,8003
59640,B313,CNS-SP MAGELANG,1601
59641,B334,CNS-SB MADIUN,1710
59642,B339,CNS-SB JOMBANG,8003
59643,B101,CNS-SP PELABUHAN RATU,8003
59644,B220,CNS-BR TANGERANG,8003
59645,B220,CNS-BR TANGERANG,1107
59646,B220,CNS-BR TANGERANG,8201
59647,B220,CNS-BR TANGERANG,8207
59648,B304,CNS-SP SALATIGA,8207
59649,B304,CNS-SP SALATIGA,8201
59650,B304,CNS-SP SALATIGA,1702
59651,B304,CNS-SP SALATIGA,1707
59652,B315,CNS-SB WONOSARI,1702
59653,B221,CNS-SB CIKUPA,8003
59654,B313,CNS-SP MAGELANG,1601
59655,B140,CNS-BR GEDEBAGE,1707
59656,B140,CNS-BR GEDEBAGE,1711
59657,B140,CNS-BR GEDEBAGE,8201
59658,B339,CNS-SB JOMBANG,8003
59659,B163,CNS-SP KUNINGAN,8003
59660,B101,CNS-SP PELABUHAN RATU,8003
59661,B313,CNS-SP MAGELANG,8003
59662,B171,CNS-SP SUBANG,1112
59663,B143,CNS- M2 KOPO,1112
59664,B160,CNS-BR CIREBON,8201
59665,B194,CNS-SP CIKALONG,8003
59666,B334,CNS-SB MADIUN,8003
59667,B161,CNS-SP INDRAMAYU,1108
59668,B194,CNS-SP CIKALONG,8003
59669,B313,CNS-SP MAGELANG,1702
59670,B101,CNS-SP PELABUHAN RATU,8003
59671,B113,CNS-RANGKASBITUNG,8003
59672,B111,CNS-SP MALIMPING,1701
59673,B220,CNS-BR TANGERANG,1701
59674,B304,CNS-SP SALATIGA,8003
59675,B330,CNS-BR KRIAN,8207
59676,B330,CNS-BR KRIAN,8201
59677,B120,CNS-BR JAKUTPUS,8003
59678,B131,CNS-BR KARAWANG,1711
59679,B160,CNS-BR CIREBON,1705
59680,B181,CNS-Kebayoran Lama,1707
59681,B110,CNS-BR SERANG,1701
59682,B130,CNS-BR TAMBUN,8003
59683,B372,CNS-SB TENGGARRONG,8003
59684,B111,CNS-SP MALIMPING,8003
59685,B134,CNS-SP CIKAMPEK,8003
59686,B101,CNS-SP PELABUHAN RATU,8003
59687,B142,CNS-SB SUMEDANG,8003
59688,B185,CNS-BR JAKSEL,8003
59689,B141,CNS-SB SOREANG,8003
59690,B186,CNS-MANGGARAI,8003
59691,B110,CNS-BR SERANG,1701
59692,B221,CNS-SB CIKUPA,1103
59693,B160,CNS-BR CIREBON,1107
59694,B160,CNS-BR CIREBON,1602
59695,B182,CNS-JAKBAR 2,1711
59696,B182,CNS-JAKBAR 2,1705
59697,B143,CNS- M2 KOPO,1705
59698,B182,CNS-JAKBAR 2,8003
59699,B130,CNS-BR TAMBUN,1103
59700,B130,CNS-BR TAMBUN,8207
59701,B140,CNS-BR GEDEBAGE,1701
59702,B160,CNS-BR CIREBON,8003
59703,B188,CNS - Pekayon,8003
59704,B171,CNS-SP SUBANG,1103
59705,B171,CNS-SP SUBANG,1104
59706,B171,CNS-SP SUBANG,1103
59707,B143,CNS- M2 KOPO,8003
59708,B194,CNS-SP CIKALONG,8003
59709,B101,CNS-SP PELABUHAN RATU,8003
59710,B142,CNS-SB SUMEDANG,8003
59711,B171,CNS-SP SUBANG,8003
59712,B113,CNS-RANGKASBITUNG,8003
59713,B120,CNS-BR JAKUTPUS,8003
59714,B101,CNS-SP PELABUHAN RATU,8003
59715,B150,CNS-BR PADALARANG,1701
59716,B143,CNS- M2 KOPO,8003
