sk_vendor,vendor_code,license_no,jenis_mobil
40872,0000505138,B 9505 TEW,1.KUBIKASI
40873,0000505733,B 9462 PEU,1.KUBIKASI
40874,0000501246,B 9637 BEU,1T.BUILT UP
40875,0000506461,B 9478 SEU,1T.BUILT UP
40876,0000502777,B 9233 BEV,1T.BUILT UP
40877,0000506865,B 9039 BEU,BUILT UP
40878,0000503520,A 8191 WX,1T.ENGKEL
40879,0000507232,B 9039 FEV,BU/25CB03/HASAN
40880,0000505138,B 9886 TEY,1.KUBIKASI
40881,0000507232,B 9884 PEU,BU/25CT02/HASAN
40882,0000505138,B 9069 TEY,BU/20CT02/FIKRI
40883,0000502777,B 9002 XA,1T.BUILT UP
40884,0000505138,B 9744 TEX,1.KUBIKASI
40885,0000505138,B 9977 TEW,1.KUBIKASI
40886,0000506234,D 9154 AB,KUBIKASI
40887,0000506865,B 9290 ER,BUILD UP
40888,0000505138,B 9490 TEX,1T.BUILT UP
40889,0000507232,B 9919 FEU,BU/25CJ01/RIKI
40890,0000503421,B 9762 PEU,1T.BUILT UP
40891,0000505138,B 9535 TEY,BU/20CG01/FIKRI
40892,0000505138,B 9076 TEV,BU/20CC09/FIKRI
40893,0000505769,A 9035 ZN,BUILD UP
40894,0000505138,B 9100 TXT,1.KUBIKASI
40895,0000505733,B 9087 VEU,1.KUBIKASI
40896,0000505138,B 9781 TEX,1.KUBIKASI
40897,0000505138,B 9692 TEY,BU/25CP01/RIKI
40898,0000505733,B 9462 PEU,1.KUBIKASI
40899,0000505138,B 9480 TXT,1T.BUILT UP
40900,0000505733,B 9088 VEU,1.KUBIKASI
40901,0000501246,B 9635 BEU,1T.BUILT UP
40902,0000505138,B 9505 TEW,1.KUBIKASI
40903,0000507232,B 9144 BEV,BU/25CT02/RIKI
40904,0000501246,B 9637 BEU,1T.BUILT UP
40905,0000503763,B 9134 TXV,1T.ENGKEL
40906,0000505138,B 9536 TEW,BU/25JS12/ANDRI
40907,0000505733,B 9039 VEU,1.KUBIKASI
40908,0000505733,B 9318 UXU,1.KUBIKASI
40909,0000506865,B 9585 BEU,BUILT UP
40910,0000505138,B 9121 TEV,KUBIKASI
40911,0000502777,B 9917 BEU,1T.BUILT UP
40912,0000503421,B 9768 PEU,BU/25JK02/HERYDJ
40913,0000506865,B 9290 ER,BUILD UP
40914,0000502777,B 9089 BEU,1T.BUILT UP
40915,0000503421,B 9654 PEU,1T.BUILT UP
40916,0000505138,B 9562 TEW,BU/25JT08/INDRA
40917,0000505138,B 9858 TEY,BU/25CT02/HASAN
40918,0000505138,B 9365 TEW,BU/25JK07/HERYDJ
40919,0000503421,B 9790 PEU,1T.BUILT UP
40920,0000503849,B 9112 UEV,1T.BUILT UP
40921,0000505138,B 9692 TEY,BU/25CS02/HASAN
40922,0000503849,B 9416 UXS,1T.ENGKEL
40923,0000505138,B 9983 TEY,BU/25CJ01/HASAN
40924,0000506234,Z 9703 MM,1T.BUILT UP
40925,0000505138,B 9450 TXT,1.KUBIKASI
40926,0000505138,B 9905 TEV,BU/20CS03/FIKRI
40927,0000505769,B 9395 FYU,BU/GBCB04/FIKRI
40928,0000505138,B 9089 TXT,1.KUBIKASI
40929,0000502777,B 9639 BYZ,1T.BUILT UP
40930,0000505138,B 9062 TEY,BU/25JT08/ANDRI
40931,0000503421,B 9284 PXS,1T.BUILT UP
40932,0000505733,B 9221 PXS,1.KUBIKASI
40933,0000505733,B 9023 VEU,1.KUBIKASI
40934,0000502777,B 9838 WO,1T.BUILT UP
40935,0000505733,B 9875 PEU,1.KUBIKASI
40936,0000503421,B 9743 PEU,1T.BUILT UP
40937,0000501246,B 9582 VO,1T.BUILT UP
40938,0000501246,B 9438 BEU,1T.BUILT UP
40939,0000505733,B 9221 PXS,1.KUBIKASI
40940,0000503763,B 9922 TXR,FUSO
40941,0000503520,B 9054 VXR,1T.ENGKEL
40942,0000505138,B 9277 TEW,BU/25CT02/FIKRI
40943,0000505138,B 9509 TEX,1T.BUILT UP
40944,0000503421,B 9731 PEU,1T.BUILT UP
40945,0000505769,B 9388 FYU,BU/GBCB04/FIKRI
40946,0000505138,B 9100 TXT,1.KUBIKASI
40947,0000505138,B 9238 TEX,1.KUBIKASI
40948,0000503421,B 9790 PEU,1T.BUILT UP
40949,0000503520,B 9050 VXR,1T.ENGKEL
40950,0000503849,B 9112 UEV,1T.BUILT UP
40951,0000505138,B 9964 TEY,1KUBIKASI
40952,0000506865,B 9039 BEU,BUILT UP
40953,0000503849,B 9084 UEV,1T.BUILT UP
40954,0000503978,B 9796 UEW,BUILT UP
40955,0000503421,B 9732 PEU,1T.BUILT UP
40956,0000505138,B 9121 TEV,KUBIKASI
40957,0000505769,D 9878 AE,BU/KGCS08/RIKI
40958,0000505138,B 9996 TEY,BU/20CJ01/RIKI
40959,0000505733,B 9042 UEN,1.KUBIKASI
40960,0000505138,B 9228 TEX,KUBIKASI
40961,0000501246,B 9582 VO,1T.BUILT UP
40962,0000506454,B 9754 UEW,BU/25JJ05/INDRA
40963,0000502777,B 9879 WG,1T.BUILT UP
40964,0000503969,B 9931 TEU,BU/20KM05/FADIL
40965,0000503520,B 9053 VXR,FUSO
40966,0000503849,B 9084 UEV,1T.BUILT UP
40967,0000505138,B 9341 TXT,1.KUBIKASI
40968,0000505138,B 9180 TEX,1T.BUILT UP
40969,0000505138,B 9115 TEW,KUBIKASI
40970,0000503421,B 9263 PXS,1T.BUILT UP
40971,0000503520,B 9054 VXR,1T.ENGKEL
40972,0000501246,B 9694 UEV,1T.BUILT UP
40973,0000505138,B 9027 TEX,1T.BUILT UP
40974,0000505733,B 9315 UXU,1.KUBIKASI
40975,0000505733,B 9725 PEU,1.KUBIKASI
40976,0000502777,B 9618 KA,1T.BUILT UP
40977,0000500755,B 9713 CRW,1T.BUILT UP
40978,0000503421,B 9284 PXS,1T.BUILT UP
40979,0000505138,B 9424 TEX,1T.BUILT UP
40980,0000505733,B 9051 PXS,1.KUBIKASI
40981,0000505138,B 9910 TEV,1T.BUILT UP
40982,0000505769,B 9388 FYU,BU/GBCB04/FIKRI
40983,0000507018,N 9925 UW,BU/25CT02/FIKRI
40984,0000505138,B 9267 TEY,BU/25KB04/AWAN
40985,0000505733,B 9051 PXS,1.KUBIKASI
40986,0000503520,B 9050 VXR,1T.ENGKEL
40987,0000505138,B 9906 TXT,BU/18CS07/INDRA
40988,0000506512,B 9298 JXR,CD/8FCJ01/RIKI
40989,0000505138,B 9934 TXT,BU/DCI003/RIKI
40990,0000505138,B 9505 TEW,1.KUBIKASI
40991,0000505138,B 9027 TEX,1T.BUILT UP
40992,0000500755,B 9904 CRW,1T.BUILT UP
40993,0000505138,B 9036 TEV,KUBIKASI
40994,0000505138,B 9466 TEW,BU/20CR01/FIKRI
40995,0000505138,B 9650 TEY,1.KUBIKASI
40996,0000502777,B 9618 KA,1T.BUILT UP
40997,0000507018,N 8869 UW,BU/25CT02/HASAN
40998,0000505733,B 9318 UXU,1.KUBIKASI
40999,0000503421,B 9791 PEU,1T.BUILT UP
41000,0000500755,B 9713 CRW,1T.BUILT UP
41001,0000506461,B 9426 SEU,1T.BUILT UP
41002,0000503849,B 9416 UXS,1T.ENGKEL
41003,0000505138,B 9115 TEW,KUBIKASI
41004,0000505138,B 9571 TEV,KUBIKASI
41005,0000505178,W 8276 UQ,2T.FUSO
41006,0000505138,B 9027 TEX,1T.BUILT UP
41007,0000505733,B 9066 VEU,1.KUBIKASI
41008,0000505461,B 9758 UEU,BU/25JP01/INDRA
41009,0000505138,B 9906 TEY,1.KUBIKASI
41010,0000505138,B 9623 TEX,KUBIKASI
41011,0000505769,B 9388 FYU,BU/GBCB04/FIKRI
41012,0000503421,B 9655 PEU,1T.BUILT UP
41013,0000500755,B 9904 CRW,1T.BUILT UP
41014,0000505733,B 9088 VEU,1.KUBIKASI
41015,0000502777,B 9002 XA,1T.BUILT UP
41016,0000502777,B 9049 BEV,1T.BUILT UP
41017,0000505733,B 9039 VEU,1.KUBIKASI
41018,0000505138,B 9767 TEW,BU/25JK07/INDRA
41019,0000506865,B 9585 BEU,BUILT UP
41020,0000505138,B 9292 TEW,KUBIKASI
41021,0000505138,B 9490 TEX,1T.BUILT UP
41022,0000505138,B 9425 TEW,BU/20CC10/RIKI
41023,0000507232,B 9919 FEU,BU/25CJ01/RIKI
41024,0000502777,B 9155 BEU,1T.BUILT UP
41025,0000505138,B 9047 TEY,KUBIKASI
41026,0000505769,A 9035 ZN,BUILD UP
41027,0000505138,B 9180 TEX,1T.BUILT UP
41028,0000505733,B 9039 VEU,1.KUBIKASI
41029,0000502223,B 9870 RY,1T.TRONTON
41030,0000505138,B 9338 TEW,BU/25CC01/FIKRI
41031,0000503421,B 9736 PEU,BU/25CJ01/HASAN
41032,0000505138,B 9797 TEY,1.KUBIKASI
41033,0000505138,B 9100 TXT,1.KUBIKASI
41034,0000505138,B 9238 TEX,1.KUBIKASI
41035,0000503421,B 9790 PEU,1T.BUILT UP
41036,0000505138,B 9035 TEZ,BU/20CT02/HASAN
41037,0000502777,B 9879 WG,1T.BUILT UP
41038,0000505733,B 9875 PEU,1.KUBIKASI
41039,0000506865,B 9035 BYT,BUILT UP
41040,0000500755,B 9713 CRW,1T.BUILT UP
41041,0000505138,B 9460 TEY,1.KUBIKASI
41042,0000505138,B 9047 TEY,1.KUBIKASI
41043,0000505138,B 9653 TEV,KUBIKASI
41044,0000503421,B 9654 PEU,1T.BUILT UP
41045,0000505138,B 9076 TEV,BU/20CP01/FIKRI
41046,0000503421,B 9759 PEU,BU/20CB02/FIKRI
41047,0000503849,B 9417 UXS,1T.ENGKEL
41048,0000505178,W 8462 UQ,2T.FUSO
41049,0000502777,B 9618 AU,1T.BUILT UP
41050,0000505138,B 9873 TEY,BU/20CM01/FIKRI
41051,0000506865,B 9249 XQ,BUILD UP
41052,0000506865,B 9035 BYT,BUILT UP
41053,0000501246,B 9582 VO,1T.BUILT UP
41054,0000501246,B 9438 BEU,1T.BUILT UP
41055,0000505138,B 9099 TEY,BU/20CP01/FIKRI
41056,0000502777,B 9155 BEU,1T.BUILT UP
41057,0000505138,B 9071 TEY,BU/25JJ05/INDRA
41058,0000503421,B 9762 PEU,1T.BUILT UP
41059,0000505138,B 9115 TEW,KUBIKASI
41060,0000503421,B 9263 PXS,1T.BUILT UP
41061,0000503421,B 9785 PEU,1T.BUILT UP
41062,0000505733,B 9712 PEU,1.KUBIKASI
41063,0000503520,B 9054 VXR,1T.ENGKEL
41064,0000505138,B 9460 TEY,1.KUBIKASI
41065,0000505138,B 9466 TEW,1T.BUILT UP
41066,0000502777,B 9208 BEU,1T.BUILT UP
41067,0000506234,D 9136 AG,1T.BUILT UP
41068,0000503421,B 9654 PEU,1T.BUILT UP
41069,0000505138,B 9994 TXT,BU/DCI003/FIKRI
41070,0000505138,B 9069 TEY,BU/25CI01/FIKRI
41071,0000502223,B 9870 RY,1T.TRONTON
41072,0000505138,B 9133 TEY,BU/25JB19/ANDRI
41073,0000505138,L 8088 UM,BU/25KM04/FADIL
41074,0000506149,AG 8559 AB,BU/20KM05/AWAN
41075,0000505178,W 8462 UQ,2T.FUSO
41076,0000505997,B 9235 BEV,BU/25CT02/FIKRI
41077,0000502777,B 9618 AU,1T.BUILT UP
41078,0000505769,A 9035 ZN,BUILD UP
41079,0000503520,B 9054 VXR,1T.ENGKEL
41080,0000506578,BE 9013 YU,BU/25CB03/FIKRI
41081,0000503520,B 9052 VXR,1T.ENGKEL
41082,0000503520,A 8191 WX,1T.ENGKEL
41083,0000505138,B 9462 TEY,BU/25CT02/FIKRI
41084,0000505138,B 9494 TEV,KUBIKASI
41085,0000505138,B 9238 TEX,1.KUBIKASI
41086,0000503520,B 9051 VXR,1T.ENGKEL
41087,0000500755,B 9713 CRW,1T.BUILT UP
41088,0000503849,B 9112 UEV,1T.BUILT UP
41089,0000505138,B 9964 TEY,1KUBIKASI
41090,0000506234,Z 9078 KA,1T.BUILT UP
41091,0000502777,B 9210 BYU,1T.BUILT UP
41092,0000505138,B 9755 TEU,BU/20CR01/RIKI
41093,0000503978,B 9796 UEW,BUILT UP
41094,0000502777,B 9699 AU,1T.BUILT UP
41095,0000505138,B 9027 TEX,1T.BUILT UP
41096,0000502777,B 9879 WG,1T.BUILT UP
41097,0000503520,B 9050 VXR,1T.ENGKEL
41098,0000502777,B 9089 BEU,1T.BUILT UP
41099,0000500755,B 9713 CRW,1T.BUILT UP
41100,0000505138,B 9148 TEV,1.KUBIKASI
41101,0000503849,B 9112 UEV,1T.BUILT UP
41102,0000505138,B 9964 TEY,1KUBIKASI
41103,0000503421,B 9021 PXS,FUSO
41104,0000505138,B 9039 TXT,1.KUBIKASI
41105,0000503421,B 9732 PEU,1T.BUILT UP
41106,0000505138,B 9764 TEV,1.KUBIKASI
41107,0000503978,B 9796 UEW,BUILT UP
41108,0000505138,B 9071 TEY,BU/DCS072/FIKRI
41109,0000503421,B 9732 PEU,1T.BUILT UP
41110,0000505138,B 9977 TEW,KUBIKASI
41111,0000505138,B 9201 TEY,BU/25KB04/FADIL
41112,0000506621,F 9804 FG,CD/8FJM05/ANDRI
41113,0000502777,B 9699 AU,1T.BUILT UP
41114,0000505733,B 9066 VEU,1.KUBIKASI
41115,0000505733,B 9087 VEU,1.KUBIKASI
41116,0000503421,B 9762 PEU,1T.BUILT UP
41117,0000505138,B 9755 TEU,BU/20CT02/HASAN
41118,0000505138,B 9234 TEW,1KUBIKASI
41119,0000505138,B 9277 TEW,1.KUBIKASI
41120,0000505138,B 9434 TEV,BU/20CI02/HASAN
41121,0000505138,B 9628 TEV,1.KUBIKASI
41122,0000502777,B 9013 BEU,1T.BUILT UP
41123,0000500755,B 9904 CRW,1T.BUILT UP
41124,0000502777,B 9879 WG,1T.BUILT UP
41125,0000503421,B 9644 PEU,1T.BUILT UP
41126,0000505138,B 9036 TEV,KUBIKASI
41127,0000505138,B 9152 TEW,1KUBIKASI
41128,0000505138,B 9267 TXT,1.KUBIKASI
41129,0000503849,B 9318 UXS,FUSO
41130,0000506865,B 9035 BYT,BUILT UP
41131,0000503421,B 9743 PEU,1T.BUILT UP
41132,0000505138,B 9691 TEW,1KUBIKASI
41133,0000502777,B 9618 AU,1T.BUILT UP
41134,0000505769,D 9601 AF,BUILD UP
41135,0000505339,B 9712 BEU,BU/28JM04/HERYDJ
41136,0000505138,B 9891 TEU,1.KUBIKASI
41137,0000507032,B 9413 NRV,TRONTON
41138,0000505733,B 9318 UXU,1.KUBIKASI
41139,0000507232,B 9890 FEU,BU/25JT08/HERY
41140,0000503763,B 9321 TXU,1.KUBIKASI
41141,0000503849,B 9327 UXS,CD/8FCP02/HASAN
41142,0000506865,B 9035 BYT,BUILT UP
41143,0000505138,B 9277 TEW,1.KUBIKASI
41144,0000503520,B 9051 VXR,1T.ENGKEL
41145,0000503849,B 9164 UEU,1T.BUILT UP
41146,0000505138,B 9027 TEX,1T.BUILT UP
41147,0000505733,B 9087 VEU,1.KUBIKASI
41148,0000505138,B 9505 TEW,KUBIKASI
41149,0000505138,B 9781 TEX,1.KUBIKASI
41150,0000505733,B 9315 UXU,1.KUBIKASI
41151,0000505138,B 9039 TXT,1.KUBIKASI
41152,0000500755,B 9904 CRW,1T.BUILT UP
41153,0000505138,B 9509 TEX,1.KUBIKASI
41154,0000505138,B 9480 TXT,1T.BUILT UP
41155,0000505733,B 9088 VEU,1.KUBIKASI
41156,0000505733,B 9071 VEU,1.KUBIKASI
41157,0000505733,B 9727 PEU,1.KUBIKASI
41158,0000505769,D 9570 AF,BUILD UP
41159,0000505145,N 8290 UQ,BUILT UP
41160,0000505138,B 9357 TXT,1.KUBIKASI
41161,0000505138,B 9121 TEW,BU/25JJ05/ANDRI
41162,0000505138,B 9560 TEV,1.KUBIKASI
41163,0000502777,B 9269 BEU,1T.BUILT UP
41164,0000503421,B 9530 PEU,1T.BUILT UP
41165,0000503421,B 9507 PEU,1T.BUILT UP
41166,0000503520,B 9052 VXR,1T.ENGKEL
41167,0000501246,B 9582 VO,1T.BUILT UP
41168,0000503421,B 9719 PEU,1T.BUILT UP
41169,0000505138,B 9100 TXT,1.KUBIKASI
41170,0000505733,B 9315 UXU,1.KUBIKASI
41171,0000505138,B 9692 TEY,BU/25CP01/RIKI
41172,0000505138,B 9039 TXT,1.KUBIKASI
41173,0000505733,B 9744 PEU,1.KUBIKASI
41174,0000500755,B 9904 CRW,1T.BUILT UP
41175,0000505769,D 9876 AE,BU/KGCG01/FIKRI
41176,0000505138,B 9357 TXT,1.KUBIKASI
41177,0000503763,B 9134 TXV,1T.ENGKEL
41178,0000505733,B 9066 VEU,1.KUBIKASI
41179,0000502777,B 9987 BEU,1.T Built up
41180,0000501246,B 9008 UEX,BUILT UP
41181,0000506865,B 9039 BEU,BUILT UP
41182,0000503520,A 8191 WX,1T.ENGKEL
41183,0000504927,B 9023 ZYT,CD/8FCP02/FIKRI
41184,0000506234,D 9154 AB,KUBIKASI
41185,0000505145,N 7818 UQ,BUILT UP
41186,0000505138,B 9357 TXT,1.KUBIKASI
41187,0000506234,D 9307 VB,1T.BUILT UP
41188,0000503520,B 9051 VXR,1T.ENGKEL
41189,0000505138,B 9691 TEW,1KUBIKASI
41190,0000506461,B 9426 SEU,1T.BUILT UP
41191,0000503849,B 9416 UXS,1T.ENGKEL
41192,0000505138,B 9983 TEY,BU/25CJ01/HASAN
41193,0000503421,B 9263 PXS,1T.BUILT UP
41194,0000503421,B 9785 PEU,1T.BUILT UP
41195,0000505138,B 9047 TEY,1.KUBIKASI
41196,0000505138,B 9653 TEV,KUBIKASI
41197,0000503849,B 9417 UXS,1T.ENGKEL
41198,0000502777,B 9618 AU,1T.BUILT UP
41199,0000505733,B 9088 VEU,1.KUBIKASI
41200,0000506461,B 9413 SEU,1T.BUILT UP
41201,0000505138,B 9597 TEW,1T.BUILT UP
41202,0000503421,B 9634 PEU,1T.BUILT UP
41203,0000505138,B 9260 TXT,1.KUBIKASI
41204,0000501246,B 9694 UEV,1T.BUILT UP
41205,0000505138,B 9460 TEY,1.KUBIKASI
41206,0000505769,D 9602 AF,BUILD UP
41207,0000505138,B 9466 TEW,1T.BUILT UP
41208,0000502777,B 9208 BEU,1T.BUILT UP
41209,0000503849,B 9164 UEU,1T.BUILT UP
41210,0000505733,B 9725 PEU,1.KUBIKASI
41211,0000505138,B 9691 TEW,1KUBIKASI
41212,0000506461,B 9426 SEU,1T.BUILT UP
41213,0000503849,B 9416 UXS,1T.ENGKEL
41214,0000505461,B 9662 UEU,BU/20CB11/ANDRI
41215,0000503520,B 9052 VXR,1T.ENGKEL
41216,0000505769,B 9076 UYZ,BU/KGCG01/HASAN
41217,0000505138,B 9427 TEV,BU/25JT08/INDRA
41218,0000506234,Z 9703 MM,1T.BUILT UP
41219,0000503421,B 9785 PEU,1T.BUILT UP
41220,0000503421,B 9654 BCC,FUSO
41221,0000505138,B 9590 TEW,BU/20CJ01/HASAN
41222,0000505138,B 9767 TEW,BU/20CB02/HASAN
41223,0000505138,B 9089 TXT,1.KUBIKASI
41224,0000503421,B 9655 PEU,1T.BUILT UP
41225,0000505138,B 9826 TEW,BU/20CS01/RIKI
41226,0000503421,B 9634 PEU,1T.BUILT UP
41227,0000505138,B 9995 TXT,BU/DCK028/FIKRI
41228,0000503421,B 9290 PXS,1T.BUILT UP
41229,0000502777,B 9527 BYY,1T.BUILT UP
41230,0000505138,B 9100 TXT,1.KUBIKASI
41231,0000507018,N 8066 UV,BU/25CJ01/HASAN
41232,0000505138,B 9148 TEV,1.KUBIKASI
41233,0000505138,B 9466 TEV,BU/25CT02/HASAN
41234,0000505138,B 9964 TEY,1KUBIKASI
41235,0000503421,B 9732 PEU,1T.BUILT UP
41236,0000505138,B 9304 TEX,1.KUBIKASI
41237,0000505997,B 9263 BXT,CD/8FJM05/ANDRI
41238,0000502777,B 9916 BEU,1T.BUILT UP
41239,0000505520,B 9033 ZEU,BU/20KM05/FADIL
41240,0000506865,B 9139 QZ,BUILT UP
41241,0000504956,G 8286 OF,BU/25KB04/AWAN
41242,0000506234,Z 9078 KA,1T.BUILT UP
41243,0000502777,B 9210 BYU,1T.BUILT UP
41244,0000505138,B 9494 TEV,KUBIKASI
41245,0000507232,B 9899 PEU,BU/25CT02/RIKI
41246,0000505769,D 9074 BA,BUILD UP
41247,0000505138,B 9505 TEW,KUBIKASI
41248,0000505733,B 9315 UXU,1.KUBIKASI
41249,0000505138,B 9039 TXT,1.KUBIKASI
41250,0000505138,B 9806 TEY,BU/25JT02/INDRA
41251,0000502777,B 9013 BEU,1T.BUILT UP
41252,0000505138,B 9132 TEW,BU/25CS02/FIKRI
41253,0000503763,B 9223 TXS,CD/GFCJ01/FIKRI
41254,0000505138,B 9691 TEW,KUBIKASI
41255,0000505138,B 9194 TEX,BU/25JJ05/ANDRI
41256,0000505138,B 9163 TEY,BU/25JJ05/ANDRI
41257,0000505138,B 9332 TEV,BU/20CT01/HASAN
41258,0000503421,B 9719 PEU,1T.BUILT UP
41259,0000503374,E 9035 AD,1KUBIKASI
41260,0000503849,B 9164 UEU,1T.BUILT UP
41261,0000505138,B 9562 TEW,BU/25JB19/HERYDJ
41262,0000506865,B 9137 AU,BUILD UP
41263,0000505138,B 9886 TEY,BU/25JS08/ANDRI
41264,0000505138,B 9770 TEX,1.KUBIKASI
41265,0000505138,B 9409 TEV,1.KUBIKASI
41266,0000505733,B 9093 VEU,1.KUBIKASI
41267,0000505138,B 9909 TXT,BU/DCC034/FIKRI
41268,0000505997,B 9895 BXS,CD/GFCM01/HASAN
41269,0000505138,B 9277 TEW,1.KUBIKASI
41270,0000506865,B 9405 PEU,BUILT UP
41271,0000502777,B 9879 WG,1T.BUILT UP
41272,0000507232,B 9039 FEV,BU/25CJ01/FIKRI
41273,0000505769,B 9388 FYU,BU/GBCB04/HASAN
41274,0000505138,B 9737 TEX,1.KUBIKASI
41275,0000505138,B 9571 TEV,1T.BUILT UP
41276,0000503421,B 9213 PXT,CD/8FCP08/HASAN
41277,0000501246,B 9192 BEU,BUILT UP
41278,0000503421,B 9785 PEU,1T.BUILT UP
41279,0000506865,B 9405 PEU,BUILT UP
41280,0000502777,B 9246 BEV,1T.BUILT UP
41281,0000505138,B 9460 TEY,1.KUBIKASI
41282,0000505138,B 9388 TXT,1.KUBIKASI
41283,0000500755,B 9713 CRW,1T.BUILT UP
41284,0000505138,B 9010 TEY,BU/25JT08/INDRA
41285,0000504861,L 9422 UV,BU/20KM05/AWAN
41286,0000505138,B 9590 TEY,1.KUBIKASI
41287,0000503849,B 9417 UXS,1T.ENGKEL
41288,0000505138,B 9891 TEU,1.KUBIKASI
41289,0000500755,B 9713 CRW,1T.BUILT UP
41290,0000505138,B 9326 TEW,BU/25CS02/FIKRI
41291,0000505733,B 9088 VEU,1.KUBIKASI
41292,0000505769,D 9015 AF,BU/DCS068/FIKRI
41293,0000502777,B 9269 BEU,1T.BUILT UP
41294,0000506461,B 9413 SEU,1T.BUILT UP
41295,0000504159,B 9078 FEV,BU/25KB04/FADIL
41296,0000506234,E 9504 B,TRONTON
41297,0000505138,B 9089 TXT,1.KUBIKASI
41298,0000505733,B 9088 VEU,1.KUBIKASI
41299,0000502777,B 9618 VS,1T.BUILT UP
41300,0000505138,B 9496 TEY,BU/25CS03/FIKRI
41301,0000500755,B 9713 CRW,1T.BUILT UP
41302,0000505733,B 9088 VEU,1KUBIKASI
41303,0000505138,B 9631 TEV,BU/20CC10/FIKRI
41304,0000503763,B 9134 TXV,FUSO
41305,0000506512,B 9299 JXR,CD/8FCJ01/FIKRI
41306,0000503520,B 9053 VXR,1T.ENGKEL
41307,0000505733,B 9099 VEU,1.KUBIKASI
41308,0000505138,B 9671 TEV,BU/25CT03/FIKRI
41309,0000505138,B 9781 TEX,KUBIKASI
41310,0000505138,B 9505 TEW,1KUBIKASI
41311,0000504927,B 9365 NYU,CD/8FCS02/FIKRI
41312,0000502777,B 9917 BEU,1T.BUILT UP
41313,0000506234,D 8226 GL,1KUBIKASI
41314,0000505138,B 9365 TEW,1.KUBIKASI
41315,0000505138,B 9628 TEV,1T.BUILT UP
41316,0000505138,B 9024 TEZ,BU/25KT01/AWAN
41317,0000505238,AG 9661 US,BUILD UP
41318,0000503421,B 9719 PEU,1T.BUILT UP
41319,0000500755,B 9904 CRW,1T.BUILT UP
41320,0000505138,B 9419 TEX,BU/25JT08/HERYDJ
41321,0000503969,B 9878 TEU,BU/25KB04/AWAN
41322,0000505138,B 9702 TEX,1T.BUILT UP
41323,0000505138,B 9138 TEY,BU/25KB04/AWAN
41324,0000503421,B 9290 PXS,1T.BUILT UP
41325,0000503421,B 9684 PEU,BU/20CB02/HASAN
41326,0000505138,B 9462 TXT,1.KUBIKASI
41327,0000505138,B 9590 TEY,1.KUBIKASI
41328,0000505733,B 9023 VEU,1.KUBIKASI
41329,0000505138,B 9257 TEW,BU/25CT02/FIKRI
41330,0000502777,B 9091 BEU,1T.BUILT UP
41331,0000500755,B 9713 CRW,1T.BUILT UP
41332,0000501258,H 8735 BA,1KUBIKASI
41333,0000505138,B 9419 TXT,1.KUBIKASI
41334,0000502777,B 9089 BEU,1T.BUILT UP
41335,0000503520,B 9054 VXR,1T.ENGKEL
41336,0000503520,B 9052 VXR,1T.ENGKEL
41337,0000503849,B 9084 UEV,1T.BUILT UP
41338,0000505138,B 9496 TEY,1.KUBIKASI
41339,0000505187,B 9036 BOA,1T.BUILT UP
41340,0000505733,B 9221 PXS,1.KUBIKASI
41341,0000505178,L 8784 UD,1T. BUILT UP
41342,0000507232,B 9807 PXS,BU/25CS02/RIKI
41343,0000503421,B 9802 PEU,1T.BUILT UP
41344,0000503520,B 9052 VXR,1T.ENGKEL
41345,0000502777,B 9883 BEU,1T.BUILT UP
41346,0000500755,B 9713 CRW,1T.BUILT UP
41347,0000502777,B 9002 XA,1T.BUILT UP
41348,0000502777,B 9618 KA,1T.BUILT UP
41349,0000501246,B 9582 BEU,1T.BUILT UP
41350,0000501246,B 9692 UEV,1T.BUILT UP
41351,0000505769,D 9074 BA,BUILD UP
41352,0000505138,B 9571 TEV,1.KUBIKASI
41353,0000505138,B 9450 TXT,1.KUBIKASI
41354,0000506461,B 9426 SEU,1T.BUILT UP
41355,0000503520,B 9053 VXR,1T.ENGKEL
41356,0000505138,B 9018 TEV,BU/25CT02/FIKRI
41357,0000502777,B 9085 BEV,1T.BUILT UP
41358,0000505733,B 9023 VEU,1.KUBIKASI
41359,0000503520,B 9052 VXR,1T.ENGKEL
41360,0000503421,B 9644 PEU,1T.BUILT UP
41361,0000505339,B 9074 BEU,BU/28JI05/HERYDJ
41362,0000505339,B 9075 BEU,BU/28JI05/ANDRI
41363,0000503849,B 9112 UEV,1T.BUILT UP
41364,0000505733,B 9066 VEU,1.KUBIKASI
41365,0000500755,B 9904 CRW,1T.BUILT UP
41366,0000503763,B 9568 TXT,FUSO
41367,0000505138,B 9603 TEW,KUBIKASI
41368,0000505769,B 9392 FYU,BU/KGCG01/HASAN
41369,0000505138,B 9469 TEV,BU/25CC01/FIKRI
41370,0000505733,B 9462 PEU,1.KUBIKASI
41371,0000503421,B 9732 PEU,1T.BUILT UP
41372,0000505138,B 9198 TEX,1KUBIKASI
41373,0000505733,B 9092 VEU,1.KUBIKASI
41374,0000505138,B 9462 TXT,1.KUBIKASI
41375,0000505461,D 9757 UA,BU/20CB11/HERYDJ
41376,0000503421,B 9761 PEU,BU/25JB11/INDRA
41377,0000505138,B 9204 TEZ,1.KUBIKASI
41378,0000505138,B 9557 TEY,BU/25JK07/HERYDJ
41379,0000505339,B 9632 BXS,BU/20CB11/ANDRI
41380,0000502777,B 9879 WG,1T.BUILT UP
41381,0000505138,B 9582 TEY,BU/25CP04/HASAN
